Barack_Obama_106_chunk_7.wav|We have to preserve this truth with jealous anxiety. |We have to preserve this truth with jealous anxiety. 
Barack_Obama_106_chunk_8.wav|That we should reject. |That we should reject. 
Barack_Obama_106_chunk_9.wav|The first dawning of every attempt to alienate any portion of our country from the rest. |The first dawning of every attempt to alienate any portion of our country from the rest. 
Barack_Obama_106_chunk_10.wav|What's in feeble the sacred ties that make us one time. |What's in feeble the sacred ties that make us one time. 
Barack_Obama_106_chunk_11.wav|The people of good character. |The people of good character. 
Barack_Obama_106_chunk_12.wav|Not even willing to enter into public service. |Not even willing to enter into public service. 
Barack_Obama_107_chunk_1.wav|Because it's up to all of us. |Because it's up to all of us. 
Barack_Obama_107_chunk_2.wav|To make sure our government. |To make sure our government. 
Barack_Obama_107_chunk_3.wav|Can help us meet the many challenges we still face. |Can help us meet the many challenges we still face. 
Barack_Obama_107_chunk_4.wav|We have what we need to do so. |We have what we need to do so. 
Barack_Obama_107_chunk_5.wav|We have everything we need to meet those challenges after all. |We have everything we need to meet those challenges after all. 
Barack_Obama_107_chunk_6.wav|We remain the wealthiest most powerful. |We remain the wealthiest most powerful. 
Barack_Obama_107_chunk_7.wav|And most respected nation on earth. |And most respected nation on earth. 
Barack_Obama_107_chunk_8.wav|Are you are dry are diversity and openness are boundless capacity for risk and reinvention. |Are you are dry are diversity and openness are boundless capacity for risk and reinvention. 
Barack_Obama_107_chunk_9.wav|Means that the future should be ours. |Means that the future should be ours. 
Barack_Obama_107_chunk_10.wav|But that potential will only be realized. |But that potential will only be realized. 
Barack_Obama_107_chunk_11.wav|If our democracy works. |If our democracy works. 
Barack_Obama_107_chunk_12.wav|Only if our politics. |Only if our politics. 
Barack_Obama_107_chunk_13.wav|Better reflects the decency. |Better reflects the decency. 
Barack_Obama_107_chunk_14.wav|Of our people. |Of our people. 
Barack_Obama_108_chunk_1.wav|Play no democracy at all. |Play no democracy at all. 
Barack_Obama_108_chunk_2.wav|And we cannot let that happen. |And we cannot let that happen. 
Barack_Obama_108_chunk_3.wav|Do not let them take away your power. |Do not let them take away your power. 
Barack_Obama_108_chunk_4.wav|Do not let them take away your democracy. |Do not let them take away your democracy. 
Barack_Obama_108_chunk_5.wav|Make a plan right now for how you are going to get involved and vote. |Make a plan right now for how you are going to get involved and vote. 
Barack_Obama_108_chunk_6.wav|Do it as early as you can and tell your family and friends how they can vote to. |Do it as early as you can and tell your family and friends how they can vote to. 
Barack_Obama_108_chunk_7.wav|Do what americans have done for over two centuries when faced. |Do what americans have done for over two centuries when faced. 
Barack_Obama_108_chunk_8.wav|Would even tougher times than this. |Would even tougher times than this. 
Barack_Obama_108_chunk_9.wav|All those quiet heroes. |All those quiet heroes. 
Barack_Obama_108_chunk_10.wav|Who found the courage to keep martian. |Who found the courage to keep martian. 
Barack_Obama_108_chunk_11.wav|Keep push. |Keep push. 
Barack_Obama_108_chunk_12.wav|In the face of hardship. |In the face of hardship. 
Barack_Obama_108_chunk_13.wav|And injustice. |And injustice. 
Barack_Obama_108_chunk_14.wav|Last month we lost a giant. |Last month we lost a giant. 
Barack_Obama_108_chunk_15.wav|Of american democracy. |Of american democracy. 
Barack_Obama_108_chunk_16.wav|In john lewis. |In john lewis. 
Barack_Obama_108_chunk_17.wav|And some years ago i sat down with john and a few. |And some years ago i sat down with john and a few. 
Barack_Obama_108_chunk_18.wav|Remaining leaders of the early civil rights movement. |Remaining leaders of the early civil rights movement. 
Barack_Obama_109_chunk_1.wav|There's something needs fixing. |There's something needs fixing. 
Barack_Obama_109_chunk_2.wav|Then lace up your shoes and do some organizing. |Then lace up your shoes and do some organizing. 
Barack_Obama_109_chunk_3.wav|If you're disappointed by your elected officials grab a clipboard get some signatures and run for office yourself. |If you're disappointed by your elected officials grab a clipboard get some signatures and run for office yourself. 
Barack_Obama_109_chunk_4.wav|Stay at it. |Stay at it. 
Barack_Obama_109_chunk_5.wav|Sometimes you'll win. |Sometimes you'll win. 
Barack_Obama_109_chunk_6.wav|Sometimes you'll lose. |Sometimes you'll lose. 
Barack_Obama_109_chunk_7.wav|Presuming. |Presuming. 
Barack_Obama_109_chunk_8.wav|A reservoir of goodness and other people. |A reservoir of goodness and other people. 
Barack_Obama_109_chunk_9.wav|That can be a ris. |That can be a ris. 
Barack_Obama_109_chunk_10.wav|And there will be times when the process will disappoint you. |And there will be times when the process will disappoint you. 
Barack_Obama_109_chunk_11.wav|But for those of us. |But for those of us. 
Barack_Obama_11_chunk_1.wav|1% has a mass a bigger share of wealth and income. |1% has a mass a bigger share of wealth and income. 
Barack_Obama_11_chunk_2.wav|Too many of our families. |Too many of our families. 
Barack_Obama_11_chunk_3.wav|In inner cities and in rural counties. |In inner cities and in rural counties. 
Barack_Obama_11_chunk_4.wav|Have been left behind. |Have been left behind. 
Barack_Obama_11_chunk_5.wav|The laid off factory worker. |The laid off factory worker. 
Barack_Obama_11_chunk_6.wav|The waitress or healthcare worker who's barely getting by and struggling to pay the bills. |The waitress or healthcare worker who's barely getting by and struggling to pay the bills. 
Barack_Obama_11_chunk_7.wav|Convinced that the game is fixed against them. |Convinced that the game is fixed against them. 
Barack_Obama_11_chunk_8.wav|That the government only serves the interests of the powerful that's a recipe for more cynicism. |That the government only serves the interests of the powerful that's a recipe for more cynicism. 
Barack_Obama_11_chunk_9.wav|And polarization in our politics. |And polarization in our politics. 
Barack_Obama_11_chunk_10.wav|Are there no quick fixes to this long-term trend. |Are there no quick fixes to this long-term trend. 
Barack_Obama_11_chunk_11.wav|I agree our trade should be fair and not just free. |I agree our trade should be fair and not just free. 
Barack_Obama_11_chunk_12.wav|But the next wave of economic dislocation won't come from overseas. |But the next wave of economic dislocation won't come from overseas. 
Barack_Obama_11_chunk_13.wav|It will come from the relentless pace of automation that makes a lot of good middle-class jobs obsolete. |It will come from the relentless pace of automation that makes a lot of good middle-class jobs obsolete. 
Barack_Obama_11_chunk_14.wav|And so we're going to have to forge a new social compact. |And so we're going to have to forge a new social compact. 
Barack_Obama_11_chunk_15.wav|To guarantee all our kids the education. |To guarantee all our kids the education. 
Barack_Obama_110_chunk_1.wav|Or violence just to go to school. |Or violence just to go to school. 
Barack_Obama_110_chunk_2.wav|In afghanistan. |In afghanistan. 
Barack_Obama_110_chunk_3.wav|And the university students. |And the university students. 
Barack_Obama_110_chunk_4.wav|Who started programs online to reject. |Who started programs online to reject. 
Barack_Obama_110_chunk_5.wav|The extremism of organizations. |The extremism of organizations. 
Barack_Obama_110_chunk_7.wav|I draw strength from the young. |I draw strength from the young. 
Barack_Obama_110_chunk_8.wav|Entrepreneurs activist soldiers. |Entrepreneurs activist soldiers. 
Barack_Obama_110_chunk_9.wav|New citizens. |New citizens. 
Barack_Obama_110_chunk_11.wav|Are we making our nation. |Are we making our nation. 
Barack_Obama_110_chunk_12.wav|Once again. |Once again. 
Barack_Obama_110_chunk_13.wav|Poor on constrained by old habits and old conventions and unencumbered by what is but are instead ready to seize what ought to be. |Poor on constrained by old habits and old conventions and unencumbered by what is but are instead ready to seize what ought to be. 
Barack_Obama_110_chunk_14.wav|My own family is made up of. |My own family is made up of. 
Barack_Obama_110_chunk_15.wav|The flashing blood. |The flashing blood. 
Barack_Obama_110_chunk_16.wav|And traditions. |And traditions. 
Barack_Obama_110_chunk_17.wav|And cultures and face. |And cultures and face. 
Barack_Obama_110_chunk_18.wav|From a lot of different parts of the world. |From a lot of different parts of the world. 
Barack_Obama_110_chunk_19.wav|Just as america's been built. |Just as america's been built. 
Barack_Obama_110_chunk_20.wav|Buy immigrants from every. |Buy immigrants from every. 
Barack_Obama_111_chunk_1.wav|In international norms. |In international norms. 
Barack_Obama_111_chunk_2.wav|And multilateral institutions but i am convinced that in the long run giving up some freedom of action. |And multilateral institutions but i am convinced that in the long run giving up some freedom of action. 
Barack_Obama_111_chunk_4.wav|Giving up our ability to protect ourselves or pursue our core interests but. |Giving up our ability to protect ourselves or pursue our core interests but. 
Barack_Obama_111_chunk_5.wav|Binding ourselves to international rules. |Binding ourselves to international rules. 
Barack_Obama_111_chunk_7.wav|And i think that's not just true for us. |And i think that's not just true for us. 
Barack_Obama_111_chunk_8.wav|The pressure. |The pressure. 
Barack_Obama_111_chunk_9.wav|Continue to interfere in the affairs of its neighbors in may. |Continue to interfere in the affairs of its neighbors in may. 
Barack_Obama_111_chunk_11.wav|What time it is also going to diminish. |What time it is also going to diminish. 
Barack_Obama_111_chunk_14.wav|In the south china sea. |In the south china sea. 
Barack_Obama_111_chunk_15.wav|A peaceful resolution of disputes. |A peaceful resolution of disputes. 
Barack_Obama_111_chunk_16.wav|Offered by law. |Offered by law. 
Barack_Obama_111_chunk_17.wav|I mean far greater stability than the militarization of. |I mean far greater stability than the militarization of. 
Barack_Obama_111_chunk_18.wav|A few rocks and reefs. |A few rocks and reefs. 
Barack_Obama_111_chunk_19.wav|We are. |We are. 
Barack_Obama_112_chunk_1.wav|That was. |That was. 
Barack_Obama_112_chunk_2.wav|True. |True. 
Barack_Obama_112_chunk_3.wav|Comes from setting an example. |Comes from setting an example. 
Barack_Obama_112_chunk_4.wav|That the world wants to follow. |That the world wants to follow. 
Barack_Obama_112_chunk_5.wav|A nation that stands with democracy. |A nation that stands with democracy. 
Barack_Obama_112_chunk_6.wav|Not dictators. |Not dictators. 
Barack_Obama_112_chunk_7.wav|A nation that can inspire. |A nation that can inspire. 
Barack_Obama_112_chunk_8.wav|And mobilize others. |And mobilize others. 
Barack_Obama_112_chunk_9.wav|Overcome threats like climate change and terrorism. |Overcome threats like climate change and terrorism. 
Barack_Obama_112_chunk_10.wav|Po. |Po. 
Barack_Obama_112_chunk_11.wav|And disease. |And disease. 
Barack_Obama_112_chunk_12.wav|But more than anything. |But more than anything. 
Barack_Obama_112_chunk_13.wav|What i know about. |What i know about. 
Barack_Obama_112_chunk_14.wav|What i. |What i. 
Barack_Obama_112_chunk_15.wav|About kamal. |About kamal. 
Barack_Obama_112_chunk_16.wav|Is that they actually care about every american. |Is that they actually care about every american. 
Barack_Obama_112_chunk_17.wav|And that they care deeply. |And that they care deeply. 
Barack_Obama_112_chunk_18.wav|About this democracy. |About this democracy. 
Barack_Obama_112_chunk_19.wav|They believe that in a democracy. |They believe that in a democracy. 
Barack_Obama_112_chunk_20.wav|The right to vote is sacred. |The right to vote is sacred. 
Barack_Obama_112_chunk_21.wav|And we should be making it easier for people to cast their ballots. |And we should be making it easier for people to cast their ballots. 
Barack_Obama_112_chunk_22.wav|Not harder. |Not harder. 
Barack_Obama_112_chunk_23.wav|They believe that no one. |They believe that no one. 
Barack_Obama_112_chunk_24.wav|Including the president. |Including the president. 
Barack_Obama_112_chunk_25.wav|Is. |Is. 
Barack_Obama_113_chunk_1.wav|Turns out. |Turns out. 
Barack_Obama_113_chunk_2.wav|Accountable institutions. |Accountable institutions. 
Barack_Obama_113_chunk_3.wav|Is hard work. |Is hard work. 
Barack_Obama_113_chunk_4.wav|The work of generations. |The work of generations. 
Barack_Obama_113_chunk_5.wav|The games are off in fragile. |The games are off in fragile. 
Barack_Obama_113_chunk_6.wav|Sometimes we take one step forward and two steps back. |Sometimes we take one step forward and two steps back. 
Barack_Obama_113_chunk_7.wav|In countries held together by borders draw. |In countries held together by borders draw. 
Barack_Obama_113_chunk_8.wav|My colonial powers. |My colonial powers. 
Barack_Obama_113_chunk_9.wav|With ethnic enclaves and tribal. |With ethnic enclaves and tribal. 
Barack_Obama_113_chunk_10.wav|Divisions. |Divisions. 
Barack_Obama_113_chunk_11.wav|Politics. |Politics. 
Barack_Obama_113_chunk_12.wav|Elections can sometimes appear to be a zero-sum game. |Elections can sometimes appear to be a zero-sum game. 
Barack_Obama_113_chunk_13.wav|And so given the difficulty in forging true democracy in the face of these pressures. |And so given the difficulty in forging true democracy in the face of these pressures. 
Barack_Obama_113_chunk_14.wav|It's no surprise that some argue the future favors the strong man. |It's no surprise that some argue the future favors the strong man. 
Barack_Obama_113_chunk_15.wav|A top-down model. |A top-down model. 
Barack_Obama_113_chunk_16.wav|Rather than strong democratic institutions. |Rather than strong democratic institutions. 
Barack_Obama_113_chunk_17.wav|But i believe this thinking is wrong. |But i believe this thinking is wrong. 
Barack_Obama_113_chunk_18.wav|I believe the road. |I believe the road. 
Barack_Obama_113_chunk_19.wav|A true democracy remains the better path. |A true democracy remains the better path. 
Barack_Obama_114_chunk_1.wav|Our constitution. |Our constitution. 
Barack_Obama_114_chunk_2.wav|Is a remarkable. |Is a remarkable. 
Barack_Obama_114_chunk_3.wav|Beautiful gift. |Beautiful gift. 
Barack_Obama_114_chunk_4.wav|But it's really. |But it's really. 
Barack_Obama_114_chunk_5.wav|Just a piece of parchment. |Just a piece of parchment. 
Barack_Obama_114_chunk_6.wav|It has no power on its own. |It has no power on its own. 
Barack_Obama_114_chunk_7.wav|We the people. |We the people. 
Barack_Obama_114_chunk_8.wav|Give it power. |Give it power. 
Barack_Obama_114_chunk_9.wav|We the people give it meaning with our participation and with the choices that we make and the alliances that we forge whether or not we stand up for our freedoms whether or not we respect and enforce the rule of law. |We the people give it meaning with our participation and with the choices that we make and the alliances that we forge whether or not we stand up for our freedoms whether or not we respect and enforce the rule of law. 
Barack_Obama_114_chunk_10.wav|That's up to us. |That's up to us. 
Barack_Obama_114_chunk_11.wav|America's no fragile thing. |America's no fragile thing. 
Barack_Obama_114_chunk_12.wav|But the gains of our long journey to freedom. |But the gains of our long journey to freedom. 
Barack_Obama_114_chunk_13.wav|Are not a short. |Are not a short. 
Barack_Obama_114_chunk_14.wav|In his own farewell address. |In his own farewell address. 
Barack_Obama_114_chunk_15.wav|George washington wrote. |George washington wrote. 
Barack_Obama_114_chunk_16.wav|Self-government is the. |Self-government is the. 
Barack_Obama_115_chunk_1.wav|Tribes and ethnic groups. |Tribes and ethnic groups. 
Barack_Obama_115_chunk_2.wav|A nation states. |A nation states. 
Barack_Obama_115_chunk_3.wav|They're very often found that most convenient to define themselves. |They're very often found that most convenient to define themselves. 
Barack_Obama_115_chunk_4.wav|By what they hate. |By what they hate. 
Barack_Obama_115_chunk_5.wav|And not. |And not. 
Barack_Obama_115_chunk_6.wav|Those ideas that bind them together. |Those ideas that bind them together. 
Barack_Obama_115_chunk_7.wav|Time and again human beings have believed that they finally arrived at a period of enlightenment. |Time and again human beings have believed that they finally arrived at a period of enlightenment. 
Barack_Obama_115_chunk_8.wav|Only to repeat them cycles of conflict and suffering. |Only to repeat them cycles of conflict and suffering. 
Barack_Obama_115_chunk_9.wav|Perhaps that's our fake. |Perhaps that's our fake. 
Barack_Obama_115_chunk_10.wav|We have to remember that the choices of individual human beings led to. |We have to remember that the choices of individual human beings led to. 
Barack_Obama_115_chunk_11.wav|Repeat it world war. |Repeat it world war. 
Barack_Obama_115_chunk_12.wav|But we also have to remember that the choices of individual human beings created a united nations. |But we also have to remember that the choices of individual human beings created a united nations. 
Barack_Obama_115_chunk_14.wav|Like that would never happen again. |Like that would never happen again. 
Barack_Obama_116_chunk_1.wav|Before i believe that the acceleration of travel and technology and telecommunications. |Before i believe that the acceleration of travel and technology and telecommunications. 
Barack_Obama_116_chunk_2.wav|Together with a global economy that depends on a global supply chain. |Together with a global economy that depends on a global supply chain. 
Barack_Obama_116_chunk_3.wav|Makes it self-defeating ultimately. |Makes it self-defeating ultimately. 
Barack_Obama_116_chunk_4.wav|For those who seek to reverse this progress. |For those who seek to reverse this progress. 
Barack_Obama_116_chunk_5.wav|Today a nation ringed by walls would only imprison itself. |Today a nation ringed by walls would only imprison itself. 
Barack_Obama_116_chunk_7.wav|Can i be a simple rejection of global integration. |Can i be a simple rejection of global integration. 
Barack_Obama_116_chunk_8.wav|Instead we must work together to make sure the benefits of such integration are broadly share. |Instead we must work together to make sure the benefits of such integration are broadly share. 
Barack_Obama_116_chunk_9.wav|End of the disruptions. |End of the disruptions. 
Barack_Obama_116_chunk_10.wav|Econom. |Econom. 
Barack_Obama_116_chunk_11.wav|Political and cultural. |Political and cultural. 
Barack_Obama_116_chunk_12.wav|Let her caused by integration are squarely addressed. |Let her caused by integration are squarely addressed. 
Barack_Obama_116_chunk_13.wav|This is not the place for a detailed policy blueprint. |This is not the place for a detailed policy blueprint. 
Barack_Obama_116_chunk_14.wav|But let me offer in broad strokes those areas where i believe we must do better together. |But let me offer in broad strokes those areas where i believe we must do better together. 
Barack_Obama_117_chunk_1.wav|Impress me. |Impress me. 
Barack_Obama_117_chunk_2.wav|More and more every single day as they grow up. |More and more every single day as they grow up. 
Barack_Obama_117_chunk_4.wav|So these days when we talk we talk. |So these days when we talk we talk. 
Barack_Obama_117_chunk_8.wav|As parent to child but also we learn from them. |As parent to child but also we learn from them. 
Barack_Obama_117_chunk_10.wav|And i think it was really interesting to see how malia and sasha reacted. |And i think it was really interesting to see how malia and sasha reacted. 
Barack_Obama_117_chunk_11.wav|They were disappointed. |They were disappointed. 
Barack_Obama_118_chunk_1.wav|And and that's fine. |And and that's fine. 
Barack_Obama_118_chunk_3.wav|And what do i worry about that i obviously spent a lot of time on this april at. |And what do i worry about that i obviously spent a lot of time on this april at. 
Barack_Obama_118_chunk_4.wav|My farewell address on tuesday so i. |My farewell address on tuesday so i. 
